1stFlrSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,OverallQual,TotalBsmtSF,YearBuilt,SalePrice,TotalBsmtSF_binary,GarageArea_binary,OpenPorchSF_binary
1158,853,2005,2376,14215,8,1158,2005,325300,1,1,1
889,352,1940,1440,5000,5,540,1900,79000,1,1,0
794,388,1997,1470,13869,6,794,1997,177000,1,1,1
1541,532,2005,1541,12182,7,1541,2005,220000,1,1,1
1440,0,0,1440,12108,4,1440,1955,118000,1,0,0
1146,438,2003,1146,9590,7,868,2003,187500,1,1,1
1494,481,1995,1494,9549,8,1494,1995,270000,1,1,1
1462,738,2004,2224,8834,9,1462,2004,350000,1,1,0
820,186,1921,1343,7681,5,731,1921,154900,1,1,0
1210,683,1998,2452,16226,8,1028,1998,267000,1,1,1
1127,540,1964,1977,9500,6,816,1964,165000,1,1,1
1064,504,1987,1767,5306,7,1064,1987,239000,1,1,1
1324,550,2006,1324,6240,8,1324,2006,254000,1,1,1
912,330,1948,1458,17503,6,912,1948,97500,1,1,0
1314,440,2006,1314,9317,6,1314,2006,176432,1,1,1
1575,529,1992,1575,8012,6,1575,1992,179200,1,1,0
1620,912,2008,1620,12898,9,1620,2007,315500,1,1,0
1104,304,1957,1788,11250,4,1104,1957,161500,1,1,0
913,240,1990,913,8400,6,814,1966,129000,1,1,0
2073,500,1978,2073,13175,6,1542,1978,210000,1,1,0
764,492,1999,1441,2645,8,776,1999,174000,1,1,0
815,225,1916,1690,8850,7,815,1916,144000,1,1,0
1437,576,1999,1437,14175,5,1188,1956,168000,1,1,0
2156,508,1968,2156,20781,7,1568,1968,262500,1,1,1
864,0,0,864,5604,5,864,1925,98000,1,0,0
536,336,1976,1112,2592,5,536,1976,85000,1,1,0
1122,746,1990,2243,13474,7,700,1990,225000,1,1,1
810,210,1940,1328,9906,4,686,1925,107000,1,1,1
968,216,1928,968,10800,4,656,1927,64500,1,1,0
698,384,2003,1396,8730,6,698,1915,153575,1,1,0
1856,834,2010,1856,11394,9,1856,2010,394432,1,1,0
1610,789,2007,2161,10562,8,1582,2007,325624,1,1,1
1602,529,1977,1602,16635,6,1602,1977,215000,1,1,0
630,280,1991,1302,1680,5,630,1971,112000,1,1,0
807,393,2002,1509,7861,6,783,2002,183200,1,1,1
912,352,1962,912,12968,5,912,1962,144000,1,1,0
1004,420,1950,1664,5000,6,1004,1947,159000,1,1,1
1390,576,1925,1694,8400,6,1181,1925,136500,1,1,0
747,220,1945,747,4608,4,747,1945,80000,1,1,0
1040,420,1950,1040,7200,4,0,1950,109900,0,1,1
831,493,2002,1660,8935,7,831,2002,195000,1,1,1
1026,308,1924,1691,5000,5,1026,1924,127000,1,1,0
864,720,1980,864,7200,5,864,1950,129000,1,1,0
752,264,1984,752,7175,6,744,1984,125000,1,1,0
963,564,2001,1792,12435,7,963,2001,231500,1,1,1
764,474,2003,1626,2628,7,764,2003,175500,1,1,1
1484,472,2006,1484,9037,8,1476,2006,265900,1,1,1
1675,870,2003,3493,18386,7,1470,1880,295000,1,1,0
1652,840,2006,1652,13173,9,1652,2006,325000,1,1,1
1276,350,1958,1276,9571,5,1276,1958,60000,1,1,0
1112,271,1950,1668,9600,6,856,1950,140000,1,1,0
720,0,0,1192,10800,4,720,1949,135000,1,0,0
884,504,1983,884,9180,5,840,1983,144000,1,1,0
1180,454,1988,2062,14364,7,1157,1988,277000,1,1,1
827,392,1967,827,7200,5,0,1955,107500,0,1,0
1136,532,1997,2019,11414,7,728,1910,167500,1,1,1
616,336,1976,1304,2665,5,264,1976,115000,1,1,1
684,216,1930,1368,3600,6,684,1910,114504,1,1,1
840,379,1915,1605,5790,3,840,1915,107400,1,1,0
2020,900,2009,2020,12220,10,2006,2009,402861,1,1,1
625,528,2006,1250,4251,7,625,2006,164700,1,1,1
1624,757,1994,1624,12461,8,1624,1994,262000,1,1,1
845,360,1987,845,7599,4,845,1982,129500,1,1,0
1389,418,1975,1389,10010,5,1389,1974,170000,1,1,1
968,480,1935,968,8520,5,968,1923,100000,1,1,0
546,286,1970,1092,2001,4,546,1970,75000,1,1,0
848,420,2003,848,4435,6,848,2003,144000,1,1,0
1269,308,1964,1269,7931,5,1269,1960,155000,1,1,0
1092,288,1962,1092,11616,5,1092,1962,139000,1,1,1
1468,539,1977,2263,16659,7,795,1977,235000,1,1,1
952,283,1956,952,8475,4,952,1956,135750,1,1,0
736,0,0,1452,4456,4,736,1920,113000,1,0,0
1039,504,1965,1039,11625,5,1039,1965,131500,1,1,0
1204,412,1998,1204,4500,6,1204,1998,162000,1,1,1
1117,672,1976,1117,7819,6,1029,1976,107000,1,1,0
2196,701,1990,2196,14684,7,2158,1990,271900,1,1,1
985,328,1977,985,8385,5,985,1977,149900,1,1,0
1629,880,2003,1629,10655,8,3206,2003,284000,1,1,0
877,216,1928,1477,6292,7,861,1928,145000,1,1,1
980,484,1986,980,7064,5,980,1977,135000,1,1,0
1166,590,1992,2295,13346,7,1095,1992,268000,1,1,1
900,180,1923,1502,10592,6,602,1923,165000,1,1,0
1575,432,1966,2201,19690,6,697,1966,274970,1,1,1
1050,836,2008,2078,10800,8,1034,2007,339750,1,1,1
800,0,0,800,6120,2,264,1936,60000,1,0,0
1578,840,2008,1578,9262,8,1573,2008,287090,1,1,1
1932,774,2008,1932,12444,8,1932,2008,394617,1,1,1
1507,404,1960,1507,7910,5,1075,1960,127000,1,1,0
900,280,1970,900,9819,5,882,1967,122000,1,1,0
1718,786,2008,1718,12456,10,1700,2006,337500,1,1,1
1089,240,1937,1750,9000,5,636,1880,124000,1,1,0
1383,834,1996,2398,11787,7,1379,1996,315750,1,1,1
774,680,2009,1968,12003,8,774,2009,269500,1,1,1
1536,532,2002,1536,9135,7,1536,2002,214000,1,1,1
864,200,1938,864,8212,3,864,1914,58500,1,1,0
3228,546,1992,3228,12692,8,3200,1992,430000,1,1,1
1518,670,2003,2149,12822,7,1434,2003,239686,1,1,1
1320,864,1950,2640,11700,7,1240,1880,265979,1,1,0
1682,530,1970,1682,10400,7,1304,1970,174000,1,1,0
1038,878,2005,2098,10240,8,1030,2005,275500,1,1,1
864,360,1965,864,8281,5,864,1965,62383,1,1,0
1168,530,1969,1968,11075,5,784,1969,172000,1,1,1
1097,480,1986,1097,9672,6,1040,1984,152000,1,1,0
684,528,2005,1196,12354,6,684,1920,110000,1,1,1
1252,451,1958,1920,13650,5,1052,1958,172500,1,1,0
1728,576,1987,1728,13101,5,1728,1965,142600,1,1,0
1128,577,2002,2031,9473,8,1128,2002,237000,1,1,1
1196,297,1956,1196,9000,6,1196,1956,139000,1,1,1
803,360,1941,803,5000,5,720,1941,87000,1,1,0
780,462,1969,1620,10793,5,780,1969,152000,1,1,0
2097,1134,2005,2097,20896,8,2077,2005,423000,1,1,1
1869,617,2007,1869,7820,9,1869,2007,318061,1,1,1
956,431,1998,1886,11214,7,930,1998,199900,1,1,0
480,308,1958,480,9000,2,480,1949,35311,1,1,0
1296,516,1967,1296,10791,4,0,1967,90000,0,1,0
816,288,1958,816,8877,4,816,1938,100000,1,1,0
1601,478,1978,1601,11880,7,1271,1978,157000,1,1,0
962,451,2000,1792,10261,6,936,2000,186500,1,1,0
1352,796,1993,2520,14541,8,1338,1993,310000,1,1,1
1144,796,1959,1144,8163,5,1144,1959,143000,1,1,0
990,621,1998,2601,9842,5,612,1921,189000,1,1,0
972,312,1939,1577,6435,6,972,1939,140200,1,1,0
970,624,1996,970,8480,5,970,1963,132500,1,1,1
2036,513,1965,2036,215245,7,2136,1965,375000,1,1,0
1026,440,1969,1026,7930,6,1026,1969,156000,1,1,1
698,0,0,698,9405,5,698,1947,118000,1,0,1
1533,576,1975,1533,70761,7,1533,1975,280000,1,1,1
854,660,1991,1382,12358,5,720,1941,128500,1,1,0
1391,530,2004,1391,4282,7,1391,2004,196000,1,1,1
1078,240,1950,1078,9717,5,1078,1950,142125,1,1,0
1296,471,2001,1296,6853,8,1267,2001,220000,1,1,1
1442,301,1958,1442,9750,6,1442,1958,157900,1,1,0
1024,0,0,1964,8525,5,940,1911,130000,1,0,1
1502,644,2009,1502,9541,7,1502,2009,233170,1,1,1
1392,458,1957,1392,11900,6,1392,1957,166000,1,1,0
1768,0,0,1768,10778,4,1768,1968,136500,1,0,0
1582,390,1964,1582,36500,5,1624,1964,190000,1,1,1
958,301,1960,958,12772,6,958,1960,151500,1,1,0
894,600,1985,894,7200,5,894,1972,123000,1,1,0
1224,402,1999,1224,4500,6,1224,1999,165000,1,1,1
1742,846,2008,2332,12474,10,1682,2007,426000,1,1,1
1269,430,2004,1269,3182,8,1256,2004,192000,1,1,1
1776,712,2006,1776,15306,8,1732,2006,283463,1,1,0
728,390,2005,1456,8461,6,728,2005,163990,1,1,1
1194,539,1954,1194,8910,6,655,1959,159500,1,1,0
1008,240,1953,1008,8923,5,1008,1953,134500,1,1,1
1555,430,2005,1555,3182,7,1373,2005,192500,1,1,1
892,180,1914,1784,13132,5,747,1914,138887,1,1,1
1108,280,1930,1108,7449,7,637,1930,139400,1,1,0
754,400,2007,1394,9735,5,384,2006,167500,1,1,0
980,496,1988,1714,10421,7,980,1988,196500,1,1,1
882,294,1959,882,8339,5,0,1959,106500,0,1,0
1306,0,0,1306,5350,3,728,1940,76500,1,0,0
626,288,1980,1217,10762,6,626,1980,120000,1,1,1
990,299,1996,990,8775,5,990,1994,126000,1,1,1
1132,691,2004,2452,13418,8,1117,2004,309000,1,1,1
848,420,2003,848,4435,6,848,2003,140000,1,1,0
697,300,1930,1369,6629,6,672,1925,103600,1,1,0
1218,676,2009,1218,7862,6,1218,2009,208300,1,1,1
1423,672,1993,2555,11526,6,588,1922,191000,1,1,0
1247,550,2005,1247,3316,8,1247,2005,197000,1,1,1
1542,619,1977,2872,12227,6,1330,1977,272000,1,1,1
1652,482,2008,1652,5587,8,1600,2008,392500,1,1,1
1844,546,1977,1844,11751,6,1844,1977,190000,1,1,1
1113,689,2005,1971,9675,7,1113,2005,253000,1,1,1
1007,463,2000,1800,8123,6,982,2000,179000,1,1,1
1062,574,1993,1949,9938,7,1050,1993,236000,1,1,1
630,0,0,630,1491,4,630,1972,75500,1,0,1
1494,530,2002,1494,12803,7,1494,2002,221000,1,1,1
600,0,0,968,5925,3,600,1910,37900,1,0,0
1274,508,2005,1274,8814,7,1274,2005,203000,1,1,1
1520,364,1955,1520,9600,6,1156,1955,153000,1,1,0
1285,528,1977,1285,8197,6,660,1977,143500,1,1,0
807,393,2003,1509,7875,7,783,2003,180000,1,1,1
1142,550,1976,1935,12384,7,793,1976,197900,1,1,1
816,0,0,816,11841,6,816,1990,118500,1,0,1
1200,555,2003,1200,10083,7,1176,2003,184900,1,1,1
997,548,1958,1470,8172,4,941,1954,135000,1,1,0
1656,528,1960,1656,31770,6,1080,1960,215000,1,1,1
792,240,1924,792,9022,5,768,1924,109500,1,1,0
1694,818,2007,1694,12030,8,1694,2007,318000,1,1,1
1800,765,2002,1800,14331,8,1800,2002,312500,1,1,1
1422,560,1945,2337,13600,5,662,1900,90000,1,1,1
1168,315,1949,1846,10496,6,1040,1949,143000,1,1,0
1026,576,1981,1026,10970,6,940,1978,147000,1,1,0
904,408,1966,904,7162,5,876,1966,109900,1,1,0
1126,484,1977,1126,17400,5,1126,1977,160000,1,1,1
1136,872,2004,2468,12099,8,1136,2004,354000,1,1,1
988,540,1969,988,21453,6,938,1969,180000,1,1,1
1052,288,1968,1052,8400,5,1052,1968,138500,1,1,0
572,0,0,1096,9600,6,572,1924,79000,1,0,1
1141,484,2005,1141,13072,6,1141,2005,142500,1,1,0
1012,484,1972,1790,10400,6,732,1972,165150,1,1,0
1004,660,1999,1852,9066,8,1004,1999,230000,1,1,1
520,0,0,754,6780,6,520,1935,84500,1,0,0
624,513,1916,1344,4571,5,624,1916,98000,1,1,0
2207,576,1970,2207,19900,7,1947,1970,180000,1,1,0
1307,360,1908,2358,45600,6,907,1908,240000,1,1,1
1175,831,1994,2715,8963,8,1142,1976,299800,1,1,1
1364,484,2005,1364,7052,7,1364,2005,185850,1,1,1
1253,402,1995,1253,7875,7,1237,1995,176000,1,1,1
1328,528,1963,1328,9790,6,1328,1963,143000,1,1,1
1422,286,1960,1422,12342,5,978,1960,139900,1,1,0
1186,486,1965,1986,13600,7,768,1965,205000,1,1,1
952,192,1916,952,8854,6,952,1916,121000,1,1,1
1660,500,2006,1660,10182,8,1660,2006,290000,1,1,1
2234,1166,2009,2234,17423,9,2216,2008,501837,1,1,1
790,160,1925,790,6292,6,768,1930,91000,1,1,1
1340,396,2007,1340,8899,7,1340,2007,181134,1,1,1
1610,480,1977,1610,10603,6,1610,1977,205000,1,1,1
1361,600,1977,2620,18890,5,1361,1977,190000,1,1,1
1248,438,2005,1248,3010,7,1248,2005,167240,1,1,0
912,288,1962,912,6768,6,912,1961,142000,1,1,0
943,472,1998,1638,9042,6,943,1998,192000,1,1,1
1622,1356,1975,1622,32463,4,1249,1961,168000,1,1,0
1436,180,1945,2320,7259,6,1028,1945,259500,1,1,0
1144,456,1961,1144,7875,5,1144,1961,139950,1,1,0
848,281,1968,1520,4500,5,793,1932,159434,1,1,0
1516,472,1964,1516,10004,6,1516,1964,167000,1,1,0
1498,675,2006,1498,8990,7,1498,2006,204900,1,1,1
804,560,2001,1961,12209,6,804,2001,215000,1,1,1
728,440,2006,1456,11103,7,728,2006,155835,1,1,0
1207,349,1940,2403,24090,7,1032,1940,244400,1,1,0
1944,708,2003,1944,12378,9,1896,2003,360000,1,1,1
1368,474,2005,1368,6955,7,1368,2005,202500,1,1,1
882,588,1999,1790,9179,7,873,1999,193000,1,1,1
1476,858,2008,2713,14948,9,1452,2008,446261,1,1,1
720,312,1948,1271,21286,5,720,1948,135000,1,1,0
1872,604,1988,1872,10400,7,1845,1988,241500,1,1,1
1190,577,1984,2090,5062,7,1190,1984,207500,1,1,0
882,546,1998,1796,9531,6,794,1998,211000,1,1,1
1302,436,2007,1302,8993,7,1302,2007,176485,1,1,1
2524,542,1981,2524,9600,8,2524,1981,278000,1,1,1
840,338,1967,1374,5400,4,840,1920,105000,1,1,0
764,474,2003,1626,2268,7,764,2003,173000,1,1,1
735,240,1940,1034,10134,5,735,1940,109000,1,1,1
1518,588,2003,1518,12677,8,1518,2003,274000,1,1,1
1226,240,1951,1818,7758,7,1040,1931,169500,1,1,0
1661,598,1998,1661,12137,7,1649,1998,224900,1,1,1
1096,432,1977,1991,11275,6,854,1932,220000,1,1,0
832,324,1930,1482,9000,7,650,1920,143000,1,1,0
1742,564,1985,1742,6563,8,1742,1985,275000,1,1,1
686,280,1955,1250,8248,5,686,1918,116000,1,1,0
816,528,1985,1176,6240,6,816,1934,114500,1,1,0
927,506,1992,1915,10041,8,908,1992,220000,1,1,1
1192,240,1940,1595,8400,6,940,1940,140000,1,1,0
1661,377,1955,1661,9600,6,992,1955,165500,1,1,1
832,552,2009,1935,8004,8,832,2009,263435,1,1,1
1795,534,2002,1795,9742,8,1777,2002,230000,1,1,1
847,434,2003,1928,8200,7,847,2003,219500,1,1,1
1159,336,1968,1159,11553,5,1051,1968,158000,1,1,0
855,440,1978,1456,2280,6,855,1978,146000,1,1,0
1137,431,1939,1954,15660,7,798,1939,311500,1,1,1
2028,880,2005,2028,11443,8,1868,2005,369900,1,1,1
2898,665,1976,2898,15498,8,1565,1976,287000,1,1,1
814,663,2000,1674,7500,7,814,2000,216000,1,1,1
974,0,0,974,10712,5,974,1991,93500,1,0,1
1091,586,2002,1989,11367,8,1065,2002,255000,1,1,1
1080,678,1993,2097,11228,7,1080,1993,228000,1,1,1
1442,500,1990,1442,11851,7,1424,1990,180500,1,1,1
1130,720,1970,1130,10800,5,1120,1920,120000,1,1,0
1133,240,1925,1820,9120,7,1026,1925,184000,1,1,1
1378,583,1972,2119,10448,6,689,1972,158000,1,1,1
1264,666,2006,2576,12438,8,1234,2006,361919,1,1,1
780,0,0,1020,6342,5,780,1875,94000,1,0,0
1095,779,1920,1774,9600,4,1095,1900,87000,1,1,0
904,0,0,904,10020,1,683,1922,61000,1,0,0
673,490,2000,1382,2651,7,673,2000,165000,1,1,1
1518,840,1993,3608,22950,10,1107,1892,475000,1,1,1
1178,205,1930,2210,9900,6,1008,1880,117500,1,1,1
806,373,1995,1572,10364,6,806,1995,168000,1,1,1
1824,739,1971,1824,115149,7,1643,1971,302000,1,1,1
1056,304,1968,1056,8450,5,1056,1968,142000,1,1,1
949,392,1965,1221,9738,5,784,1924,104900,1,1,0
1362,504,1961,1362,10197,6,1362,1961,163000,1,1,1
848,420,2004,848,4426,6,848,2004,141000,1,1,0
1434,527,2001,1434,8529,7,1454,2001,189000,1,1,1
1208,628,2007,1208,6762,7,1208,2007,195400,1,1,1
1096,566,1950,1466,10800,5,796,1936,170000,1,1,1
1987,691,1994,1987,14303,8,1986,1994,301500,1,1,1
1325,983,1993,2418,10542,7,1311,1993,341000,1,1,1
1314,626,2008,1314,5063,7,1314,2007,207500,1,1,1
970,380,2004,1709,2522,7,970,2004,137500,1,1,1
672,0,0,1218,1680,6,672,1971,91500,1,0,0
1440,0,0,3395,10896,6,1440,1914,200000,1,0,1
1200,0,0,1200,10800,5,1200,1987,179000,1,0,0
912,297,1958,912,7535,5,912,1958,120000,1,1,1
2444,832,1994,4316,21535,10,2444,1994,755000,1,1,1
856,548,2003,1710,8450,7,856,2003,208500,1,1,1
1234,656,2003,2374,11999,8,1181,2003,285000,1,1,1
860,234,1941,1564,12000,7,704,1941,174500,1,1,0
1466,528,1959,1466,17755,5,1466,1959,149900,1,1,1
1383,292,1960,1383,11600,6,1383,1960,145250,1,1,1
1535,410,1979,1535,7018,5,0,1979,118964,0,1,0
990,576,1996,990,13568,5,990,1995,156000,1,1,0
918,240,1941,1646,7128,7,918,1941,164000,1,1,0
908,440,1910,1928,9142,6,1020,1910,137000,1,1,1
1040,550,1979,1725,11584,7,539,1979,197000,1,1,1
2129,541,1992,2872,10678,8,1683,1992,285000,1,1,1
1092,576,1969,2112,11075,6,952,1969,206900,1,1,0
757,240,1936,1324,6000,4,672,1936,128000,1,1,0
520,480,2005,1200,3180,7,600,2005,144152,1,1,1
672,468,1964,1344,10690,5,672,1920,147000,1,1,1
840,500,2003,1668,11317,7,840,2003,180000,1,1,1
1040,400,1949,1040,8544,3,0,1950,93500,0,1,0
900,576,2005,900,7200,5,900,1951,134800,1,1,1
1559,812,1948,1559,8100,5,1559,1948,153500,1,1,1
948,248,1954,948,10215,4,864,1954,111000,1,1,0
923,264,1980,923,8012,6,923,1980,143000,1,1,0
1552,782,2005,1552,10084,7,1552,2005,212900,1,1,1
961,642,1998,1717,9550,7,756,1915,140000,1,1,1
1721,440,1968,1721,10335,5,1461,1968,180000,1,1,1
483,264,1973,987,1680,6,483,1973,100000,1,1,0
1200,521,1995,1200,11249,6,1200,1995,177500,1,1,1
1148,281,1949,1716,11409,5,768,1949,131000,1,1,0
894,336,1973,894,8450,5,894,1965,138500,1,1,1
1771,336,1960,1771,21750,5,0,1960,115000,0,1,0
1173,528,1974,1173,10625,7,1053,1974,170000,1,1,1
1287,576,1997,1287,9830,5,1063,1959,162000,1,1,1
1382,459,1974,1382,11235,4,1051,1963,148000,1,1,1
1214,721,1995,2520,9950,7,1203,1995,290000,1,1,1
1215,297,1958,1215,12400,6,1215,1958,155000,1,1,0
1203,844,1994,2526,10120,8,1165,1994,290000,1,1,1
600,480,2004,1200,3182,7,600,2004,151000,1,1,1
1728,560,1976,1728,9297,5,1728,1976,188000,1,1,0
902,480,1990,1710,10300,7,576,1921,140000,1,1,1
1407,870,1997,2392,9452,8,1396,1997,348000,1,1,1
1014,457,1993,1744,9453,7,996,1993,194500,1,1,1
822,562,2007,1665,8125,7,813,2007,205950,1,1,0
1282,792,2007,2696,9965,7,1264,2007,383970,1,1,1
864,528,1974,864,9000,4,864,1971,120500,1,1,0
672,234,1941,672,9340,4,672,1941,113000,1,1,1
1320,564,1966,1320,11777,5,1164,1966,164500,1,1,1
958,440,1977,958,4928,6,1078,1976,128000,1,1,1
1710,550,2004,1710,12118,7,1710,2004,240000,1,1,1
1265,502,1965,1265,9350,5,1219,1965,179900,1,1,1
1456,400,2003,1456,3196,8,1273,2003,215000,1,1,1
1067,576,1995,1539,6120,5,927,1936,141500,1,1,0
1959,766,1989,1959,11070,7,1907,1988,171000,1,1,0
1008,0,0,1522,6000,5,1008,1926,102000,1,0,0
1124,0,0,1124,8335,5,0,1954,93000,0,0,1
1107,484,1973,2090,10382,7,1107,1973,200000,1,1,1
1214,461,1965,1214,9170,5,1214,1965,140000,1,1,0
1779,454,1955,1779,17920,5,1763,1955,170000,1,1,1
1629,808,2002,1629,14536,8,1616,2002,270000,1,1,1
1554,627,2006,1554,4590,8,1554,2006,209500,1,1,1
993,642,1997,2236,13006,7,964,1997,222000,1,1,0
796,0,0,796,3636,4,796,1922,55000,1,0,0
840,308,1960,1680,15576,6,840,1915,177000,1,1,0
848,420,2003,848,4435,6,848,2003,136500,1,1,0
1142,528,1976,1142,4224,5,1142,1976,134000,1,1,1
1252,564,1960,1252,13500,6,1602,1960,235000,1,1,0
1684,564,2005,1684,8849,9,1684,2005,266000,1,1,1
2000,888,2004,2000,10386,8,2000,2004,305900,1,1,0
1616,834,2005,1616,8688,7,1616,2005,232000,1,1,1
1299,531,2001,1872,11885,8,1299,2001,261500,1,1,1
1042,225,1928,1576,6240,5,1042,1928,149000,1,1,0
1175,575,1989,1982,11287,7,807,1989,228500,1,1,1
988,276,1950,988,7200,5,876,1950,119000,1,1,1
1844,620,2005,1844,10994,8,1844,2005,257000,1,1,1
1258,528,1971,1258,11040,6,1258,1971,145000,1,1,0
1288,500,1996,1288,14963,8,1260,1996,245500,1,1,1
1634,866,2006,1634,11428,8,1626,2006,250000,1,1,1
855,440,1974,1322,2308,6,855,1974,147000,1,1,0
707,403,2004,1414,9056,8,707,2004,178000,1,1,1
1504,478,1996,1504,11883,7,1504,1996,203000,1,1,1
1670,690,2006,1670,14859,7,1670,2006,240000,1,1,1
1516,518,1974,2167,17542,7,1192,1974,294000,1,1,1
1069,440,1977,1069,4043,6,1069,1977,140000,1,1,1
1072,525,2005,1072,3675,6,547,2005,140000,1,1,1
1572,995,1963,1572,35133,5,1572,1963,186700,1,1,1
1188,456,1963,1869,8820,5,1088,1890,124900,1,1,0
882,0,0,882,5500,4,882,1956,103200,1,0,0
1922,676,2005,1922,14157,9,1922,2005,377426,1,1,1
780,352,1973,780,7200,5,780,1972,124900,1,1,0
1021,300,1958,1601,13825,5,533,1958,140000,1,1,1
1530,430,2005,1530,16158,7,1530,2005,260000,1,1,1
833,0,0,833,8780,5,833,1985,112000,1,0,0
679,308,1981,1183,6000,3,649,1948,120000,1,1,1
1040,260,1962,1040,6897,5,1040,1962,127000,1,1,1
1466,1052,2006,2828,9965,8,1466,2006,424870,1,1,1
1032,288,1950,1252,9600,6,1032,1950,119000,1,1,0
1246,305,1959,1246,7500,5,1246,1959,154000,1,1,0
904,180,1926,904,6000,6,884,1926,119000,1,1,0
966,416,1961,1652,10800,5,686,1915,139000,1,1,0
1036,288,1949,1268,12144,5,832,1949,133000,1,1,1
1172,342,1929,1913,7558,6,896,1928,177000,1,1,0
1358,484,2010,1358,6371,7,1358,2009,224000,1,1,1
1657,484,1970,1657,12155,6,1657,1970,163500,1,1,0
838,275,1961,838,10267,6,816,1918,130000,1,1,0
1022,390,1999,2060,8755,7,992,1999,214000,1,1,0
764,474,2003,1626,2448,7,764,2003,154000,1,1,1
663,299,1969,1352,9364,6,663,1969,158000,1,1,1
968,240,1941,1376,9492,5,768,1941,105000,1,1,0
849,240,1939,1660,11988,6,715,1934,188700,1,1,0
616,432,2007,1412,8499,6,616,2006,156932,1,1,1
756,216,1906,1469,10320,6,756,1906,135000,1,1,0
774,400,2000,1430,9967,7,384,2000,170000,1,1,0
1094,495,1953,1094,10452,6,1094,1953,155000,1,1,0
1826,758,2005,1826,11302,8,1814,2005,319000,1,1,1
672,576,2003,924,8064,5,672,1949,122900,1,1,0
1502,528,1985,1502,6820,8,1488,1985,212000,1,1,1
616,603,1997,1688,12798,6,616,1997,200000,1,1,1
1262,572,2006,1262,7200,6,1262,2006,185000,1,1,1
1905,788,2006,1905,11670,9,1905,2006,320000,1,1,1
1153,541,1998,2031,11404,7,1153,1998,222500,1,1,1
1350,478,1974,1350,10140,6,1064,1974,165000,1,1,0
941,613,2003,1829,9548,7,941,2003,237000,1,1,1
965,300,1979,965,7800,5,828,1965,119900,1,1,0
672,280,1941,924,12180,4,672,1941,80000,1,1,0
1055,905,2001,2263,9240,8,1055,2001,287000,1,1,1
1236,540,1935,2108,13728,6,1127,1935,235000,1,1,0
1242,528,1973,1242,9600,7,1242,1973,175500,1,1,0
989,240,1935,1573,6120,4,884,1935,133000,1,1,0
884,434,2001,2035,9505,7,884,2001,222500,1,1,1
1232,516,1984,1232,11120,6,1232,1984,162500,1,1,0
1098,483,1976,1964,10480,7,803,1976,205000,1,1,1
792,0,0,1140,8800,4,576,1910,96500,1,0,1
894,450,1967,894,9764,5,894,1967,130000,1,1,0
1512,619,1968,2654,11029,6,1054,1968,250000,1,1,1
768,396,1974,768,7200,5,768,1972,133900,1,1,0
672,0,0,912,6240,4,0,1947,80500,0,0,0
1040,504,1969,2080,11606,5,1040,1969,135000,1,1,0
1040,576,2000,1040,12464,5,1040,1996,152000,1,1,0
1149,216,1926,1616,5400,6,1149,1926,152000,1,1,0
1047,273,1954,1047,10800,4,641,1885,100000,1,1,0
1803,484,1957,1803,13125,5,1134,1957,155000,1,1,0
832,528,1962,832,7227,6,832,1954,105500,1,1,0
894,384,1966,894,7094,5,894,1966,125000,1,1,0
596,189,1920,1192,6402,5,596,1920,78000,1,1,0
1850,772,2004,1850,16033,9,1833,2004,326000,1,1,1
899,288,1967,899,7800,5,864,1967,130000,1,1,0
892,264,1966,892,9477,5,864,1966,110000,1,1,0
1260,506,1900,2291,7200,6,1214,1910,133900,1,1,0
1075,360,1910,2138,8100,5,849,1898,106000,1,1,1
926,470,1997,1604,10839,6,926,1997,181000,1,1,1
887,422,2006,2021,23257,7,868,2006,274725,1,1,1
938,308,1977,938,9200,5,938,1975,130250,1,1,0
912,216,1925,1426,7642,7,912,1918,189950,1,1,1
928,400,1948,1920,11345,5,928,1948,137000,1,1,0
1098,260,1955,1098,7390,5,1098,1955,135000,1,1,0
729,0,0,729,4130,3,270,1935,52000,1,0,0
1252,528,1960,1252,10721,6,1252,1959,142000,1,1,1
1584,792,1967,1584,8944,5,1584,1967,124000,1,1,1
1506,592,2008,1506,14587,9,1498,2008,264132,1,1,1
1709,506,1999,1709,5119,9,1698,1999,328900,1,1,1
1092,299,1957,1092,14850,5,1092,1957,141000,1,1,0
1746,758,2006,1746,14892,9,1746,2006,377500,1,1,1
1304,667,1953,2287,15593,7,1304,1953,225000,1,1,1
789,200,1926,789,10594,5,768,1926,96500,1,1,0
1041,270,1959,1041,9600,5,1041,1959,124500,1,1,1
993,431,2002,1908,14191,8,967,2002,202900,1,1,0
1010,390,2002,2267,8068,6,1010,2002,200000,1,1,1
875,180,1931,875,6120,5,715,1931,105000,1,1,0
1526,364,1957,1526,8562,5,1216,1957,144500,1,1,1
1567,714,1977,1567,9819,6,1567,1977,196000,1,1,1
1734,1020,2009,2822,13891,9,1734,2008,582933,1,1,1
689,360,1928,1378,9600,7,689,1928,161000,1,1,0
1281,368,1920,1738,12513,4,715,1920,104900,1,1,0
1164,521,1988,2060,10029,6,1151,1988,211000,1,1,1
1128,286,1954,1128,9000,5,936,1954,118000,1,1,0
840,440,2004,1720,8244,7,840,2004,183500,1,1,1
1050,338,1956,1050,9600,5,1050,1956,128900,1,1,0
1114,576,2004,1114,13695,6,1114,2003,155000,1,1,1
